Student_id,Student_first_name,Student_last_name,Email,Phone,Birth_date,Degree,Start_date
237769393,Tomer,Dayan,tomer_dayan@jct.ac.il,054-7558702,1989-01-11,MA in math,2022-08-07
235847654,Gabriel,Herzog,gabriel_herzog@gmail.com,059-9704277,1998-09-23,BA in math,2023-08-18
286584230,Abigail,Saban,abigail92saban@jct.ac.il,054-5640522,1992-10-03,BA in cardiology,2020-08-03
286767132,Tomer,Eliakim,tomer_eliakim99@gmail.com,052-4637449,1999-10-13,BA in art,2023-08-25
224720219,Abigail,Fisher,abigail02fisher@gmail.com,055-8069402,2002-04-03,BA in theatre,2020-03-31
360152433,Eli,Baruch,eli92baruch@gmail.com,053-4231970,1992-03-26,MA in chemistry,2022-10-16
385436142,Yoav,Rosen,yoav_rosen@jct.ac.il,057-0449134,1980-06-24,MA in theatre,2021-07-04
371659582,Noam,Bernstein,noam_bernstein81@gmail.com,055-5258306,1981-02-10,BA in anthropology,2020-08-29
252875810,Ofir,Ziv,ofir93ziv@jct.ac.il,056-0394532,1993-08-13,BA in oncology,2023-03-21
391052560,Gal,Ziv,gal_ziv@jct.ac.il,055-3291874,1992-07-31,MA in neurology,2024-10-18
205091853,Gabriel,Elias,gabriel_elias90@gmail.com,051-0350980,1990-04-24,MA in ecology,2023-07-31
354794026,Tal,Almog,tal_almog97@gmail.com,052-8100243,1997-08-24,MA in psychology,2020-08-10
272004862,Shaked,Rafael,shaked_rafael@jct.ac.il,054-3460598,1987-03-15,MA in psychology,2020-07-20
299387167,Asaf,Herzog,asaf_herzog@jct.ac.il,058-3639780,1994-12-31,MA in physics,2024-08-21
394723332,Almog,Friedman,almog91friedman@gmail.com,055-7903300,1991-01-23,BA in computer science,2024-08-04
217679810,Jonathan,Shamir,jonathan_shamir03@jct.ac.il,056-4315339,2003-01-28,BA in ecology,2024-03-21
246360689,Oren,Rosen,oren00rosen@jct.ac.il,059-3863544,2000-04-30,BA in economics,2021-07-11
364614628,Ron,Neumann,ron80neumann@jct.ac.il,056-2836423,1980-02-11,MA in sociology,2021-08-05
278969506,Ido,Menash,ido99menash@jct.ac.il,051-3339558,1999-01-18,MA in biology,2024-10-16
302812201,Inbar,Finkelstein,inbar_finkelstein@gmail.com,053-2919396,1984-09-19,MA in sociology,2020-10-15
221045545,Roni,Biton,roni00biton@jct.ac.il,054-7237765,2000-06-25,MA in neurology,2020-08-25
382664647,Noa,Stern,noa02stern@jct.ac.il,054-3141149,2002-01-14,MA in math,2024-07-22
268957339,Almog,Gross,almog_gross@jct.ac.il,057-7962061,2005-01-19,BA in math,2023-10-03
217125426,Jonathan,Malul,jonathan_malul@jct.ac.il,055-0099011,1982-06-24,MA in anthropology,2020-07-13
231242405,Liam,Menahem,liam_menahem00@jct.ac.il,058-2310871,2000-09-05,BA in computer science,2024-07-29
235788874,Tamar,Almog,tamar_almog@jct.ac.il,051-1539231,2004-04-10,BA in engineering,2020-07-30
277835609,Bar,Cohen,bar_cohen94@gmail.com,055-5965161,1994-04-18,BA in sociology,2020-07-16
279985337,Adam,Zohar,adam_zohar@gmail.com,053-4476105,1998-01-11,BA in chemistry,2021-07-31
372046490,Amit,Ben-David,amit83ben-david@gmail.com,054-6039252,1983-02-01,BA in oncology,2023-08-20
365739473,Michael,Shaked,michael_shaked@jct.ac.il,058-9264840,2004-02-28,MA in cardiology,2023-03-03
304825391,Noa,Neumann,noa85neumann@jct.ac.il,057-8307011,1985-03-16,MA in ecology,2024-08-03
227035862,Almog,Bernstein,almog_bernstein@jct.ac.il,058-2738629,2004-08-05,BA in geographics,2023-10-03
366797793,Hila,Zeltser,hila_zeltser82@gmail.com,052-0727426,1982-05-11,MA in cardiology,2022-03-15
376304200,Gefen,Kramer,gefen_kramer04@gmail.com,059-0747799,2004-01-04,MA in cardiology,2021-07-12
392438545,Noa,Ziv,noa_ziv@jct.ac.il,051-7276354,1996-03-11,MA in cardiology,2023-07-24
226708485,Eli,Revivo,eli_revivo88@jct.ac.il,050-7323378,1988-01-07,MA in chemistry,2020-10-22
379204431,Guy,Danon,guy_danon02@jct.ac.il,057-3572904,2002-06-20,MA in art,2024-03-23
248338246,Shahar,Zeltser,shahar_zeltser95@gmail.com,059-2290368,1995-07-23,BA in geographics,2023-10-15
372234369,Dana,Koren,dana_koren88@gmail.com,053-4822265,1988-10-27,MA in sociology,2021-10-13
238224802,Eli,Ziv,eli06ziv@gmail.com,052-4684123,2006-11-16,BA in theatre,2022-10-09
257117895,Shaked,Finkelstein,shaked_finkelstein05@jct.ac.il,054-8508754,2005-10-27,BA in engineering,2022-08-13
223160763,Ido,Kahana,ido_kahana@jct.ac.il,058-1057858,1982-05-14,BA in neurology,2022-07-15
333271922,David,Ben-David,david_ben-david02@gmail.com,051-0032574,2002-08-04,MA in history,2024-07-10
323462077,Niv,Gross,niv_gross82@gmail.com,059-9008305,1982-04-30,MA in chemistry,2022-08-28
253051841,Alon,Gross,alon_gross@jct.ac.il,050-7577848,1999-12-12,MA in physics,2022-07-27
317948495,Ron,Tayeb,ron_tayeb@jct.ac.il,056-2644060,2005-09-07,MA in computer science,2022-10-14
306507518,Shira,Tzur,shira_tzur@jct.ac.il,056-6435715,1986-07-31,MA in psychology,2022-03-21
219287869,Alon,Peretz,alon93peretz@gmail.com,052-4949095,1993-11-18,BA in psychology,2020-07-17
264347022,Adi,Eliakim,adi_eliakim@gmail.com,057-0793243,2005-03-22,BA in physics,2023-07-02
349821140,Noa,Bachar,noa_bachar@jct.ac.il,054-8646571,1980-09-08,MA in physics,2020-07-01
346306392,Gefen,Malul,gefen_malul99@gmail.com,052-9665342,1999-10-24,BA in neurology,2024-10-28
202383261,Gabriel,Peretz,gabriel03peretz@jct.ac.il,056-4963062,2003-12-11,MA in oncology,2022-03-28
378001358,Dana,Kramer,dana93kramer@gmail.com,052-4074033,1993-11-30,MA in anthropology,2020-03-11
353883358,Itay,Saban,itay_saban01@jct.ac.il,054-8026308,2001-02-08,BA in psychology,2021-08-26
344315692,Sarit,Herzog,sarit86herzog@gmail.com,059-4124344,1986-10-27,BA in geographics,2022-08-01
354399925,David,Avitan,david_avitan06@gmail.com,050-0532573,2006-04-12,MA in computer science,2021-03-13
271923567,Gefen,Bernstein,gefen88bernstein@jct.ac.il,057-3870645,1988-04-20,BA in theatre,2023-08-02
266488725,Almog,Ben-Shitrit,almog_ben-shitrit80@gmail.com,057-4015468,1980-09-15,MA in computer science,2020-08-24
219463916,Daniel,Dayan,daniel99dayan@jct.ac.il,054-2462504,1999-09-20,BA in oncology,2022-07-23
321785065,Guy,Eliakim,guy_eliakim03@jct.ac.il,059-6476358,2003-12-30,MA in computer science,2023-08-16
296204506,Daniel,Gross,daniel80gross@gmail.com,053-3553092,1980-02-22,MA in english,2022-10-26
376205662,Noa,Koren,noa_koren05@gmail.com,056-3942117,2005-06-13,BA in economics,2020-10-07
375294873,Niv,Elias,niv_elias@jct.ac.il,053-6604745,1983-06-15,BA in ecology,2020-08-20
379568421,Noa,Mizrahi,noa_mizrahi@gmail.com,058-3689267,2006-07-28,MA in computer science,2021-03-14
373193739,Yael,Eliakim,yael_eliakim@gmail.com,053-5525654,2001-12-16,MA in chemistry,2023-03-26
318415304,Sarit,Dagan,sarit94dagan@gmail.com,053-1288920,1994-10-27,BA in astronomy,2024-10-04
358317766,Shira,Kramer,shira_kramer83@jct.ac.il,050-6655816,1983-07-12,MA in astronomy,2021-10-03
206874711,Guy,Almog,guy06almog@gmail.com,054-6609042,2006-04-04,BA in economics,2020-07-12
210711974,Gal,Peretz,gal98peretz@gmail.com,059-1501918,1998-09-23,BA in anthropology,2021-07-02
267128882,Tomer,Fisher,tomer_fisher92@gmail.com,055-1029643,1992-11-03,MA in sociology,2022-03-07
224191387,Tomer,Peretz,tomer_peretz93@gmail.com,054-1527870,1993-07-19,MA in geographics,2021-03-08
256246372,Noa,Danon,noa_danon@gmail.com,055-6711586,1988-04-09,BA in engineering,2023-03-14
294916010,Yuval,Kahana,yuval81kahana@gmail.com,057-7793762,1981-09-13,BA in english,2023-07-06
344923628,Jonathan,Biton,jonathan86biton@jct.ac.il,054-3865471,1986-11-18,BA in oncology,2023-10-01
272366063,Jonathan,Barak,jonathan03barak@gmail.com,056-8089457,2003-11-04,MA in ecology,2020-10-02
337258164,Maya,Stern,maya_stern@jct.ac.il,052-1652236,1981-02-22,MA in chemistry,2023-08-09
334918174,Guy,Rosen,guy_rosen02@gmail.com,054-7527446,2002-09-24,BA in math,2024-10-20
315013250,Abigail,Almog,abigail_almog@gmail.com,054-0444524,1982-11-22,MA in physics,2024-07-12
379656010,Yuval,Friedman,yuval_friedman@gmail.com,058-4521489,1995-04-30,BA in history,2024-08-28
369125786,Dean,Gross,dean05gross@jct.ac.il,055-7575940,2005-05-09,BA in theatre,2022-03-06
328508940,Abigail,Tzur,abigail80tzur@gmail.com,059-4093522,1980-04-28,BA in anthropology,2022-03-19
223450610,Abigail,Peretz,abigail_peretz94@gmail.com,050-4146166,1994-11-14,MA in biology,2020-10-21
294388673,Jonathan,Ben-David,jonathan_ben-david@gmail.com,055-3746204,1986-07-29,BA in cardiology,2024-10-27
233158757,Alon,Almog,alon_almog86@gmail.com,059-3738389,1986-03-14,BA in chemistry,2024-03-17
328384417,Shahar,Ashkenazi,shahar_ashkenazi@jct.ac.il,052-6496978,1987-02-19,BA in neurology,2024-08-25
308085992,Noa,Neumann,noa_neumann@gmail.com,058-4152229,1986-07-11,MA in english,2021-08-24
220771414,Yael,Finkelstein,yael_finkelstein@gmail.com,055-6038314,1987-07-11,BA in english,2023-08-20
311770895,Shira,Kahana,shira_kahana05@jct.ac.il,051-2530909,2005-10-01,MA in computer science,2021-07-16
307885418,Bar,Danon,bar_danon@gmail.com,055-2836151,2004-11-25,MA in sociology,2024-10-06
205562721,Ron,Tzur,ron80tzur@jct.ac.il,055-8099542,1980-02-26,BA in computer science,2020-08-27
280240136,Abigail,Herzog,abigail_herzog@jct.ac.il,056-3262531,1993-02-10,BA in oncology,2024-10-20
259717858,Almog,Kahana,almog06kahana@gmail.com,050-0423013,2006-10-31,MA in oncology,2020-03-16
212566509,Ido,Shamir,ido_shamir87@gmail.com,052-1475908,1987-09-01,BA in cardiology,2023-03-06
325903243,Jonathan,Rosen,jonathan98rosen@gmail.com,054-7558827,1998-10-24,MA in engineering,2021-03-29
200271690,Alon,Bernstein,alon80bernstein@gmail.com,052-8329643,1980-06-06,BA in math,2024-10-24
349669523,Hila,Baruch,hila_baruch89@jct.ac.il,052-4385205,1989-03-04,BA in neurology,2020-07-27
335056974,Gefen,Ben-David,gefen_ben-david@gmail.com,051-2690580,1983-06-08,BA in geographics,2021-07-22
200700565,Eli,Cohen,eli_cohen97@gmail.com,050-9439052,1997-04-21,MA in biology,2024-03-09
378964878,Niv,Katz,niv_katz@gmail.com,053-5266062,1991-07-08,BA in theatre,2024-03-04
215296898,Gal,Neumann,gal_neumann01@gmail.com,056-3377773,2001-12-19,MA in neurology,2021-07-04
227016771,Itay,Koren,itay_koren03@jct.ac.il,050-1547867,2003-01-17,BA in theatre,2023-08-30
352928816,Inbar,Bachar,inbar91bachar@jct.ac.il,054-3455245,1991-09-08,BA in math,2020-07-07
331077214,Michael,Koren,michael_koren@gmail.com,052-9085754,1992-06-12,MA in engineering,2020-10-21
326267184,Yoav,Neumann,yoav_neumann@gmail.com,057-0212143,1983-12-26,BA in physics,2021-08-06
365962323,Noa,Gross,noa_gross02@jct.ac.il,052-3384031,2002-01-16,MA in economics,2020-07-08
248538746,Dean,Rafael,dean_rafael@gmail.com,053-3916166,1992-06-07,BA in oncology,2023-10-21
310076328,Liam,Assouline,liam_assouline80@jct.ac.il,056-9255668,1980-05-29,BA in cardiology,2023-08-24
250949344,Guy,Peretz,guy85peretz@jct.ac.il,056-4834350,1985-02-03,MA in biology,2024-07-26
324289263,Maya,Ben-Shitrit,maya_ben-shitrit@jct.ac.il,053-3782342,1995-01-20,BA in history,2024-08-17
389299710,Ron,Menash,ron_menash@gmail.com,057-1979932,1981-02-17,MA in astronomy,2022-07-07
291668283,Adi,Avitan,adi04avitan@jct.ac.il,052-1406505,2004-08-21,BA in chemistry,2023-03-02
349295584,Ron,Malul,ron_malul98@gmail.com,056-7493396,1998-12-08,BA in english,2024-03-03
317902401,Almog,Shaked,almog96shaked@gmail.com,055-6374975,1996-02-03,MA in art,2021-07-02
322656943,Ori,Peretz,ori91peretz@gmail.com,052-5139004,1991-11-23,MA in computer science,2020-08-16
300482346,Adam,Dagan,adam_dagan95@gmail.com,055-7655602,1995-11-03,MA in computer science,2020-07-27
248345555,Michael,Mizrahi,michael_mizrahi@gmail.com,059-1859910,1984-06-03,BA in physics,2021-03-07
285199220,Tomer,Fisher,tomer_fisher94@jct.ac.il,052-2602280,1994-09-27,MA in geographics,2021-08-23
286561394,Gabriel,Tayeb,gabriel_tayeb86@gmail.com,051-1630960,1986-03-28,BA in cardiology,2024-07-18
322173402,Rotem,Katz,rotem84katz@gmail.com,059-5241491,1984-08-22,MA in geographics,2021-03-01
253517874,Roni,Shamir,roni_shamir91@gmail.com,051-3933722,1991-04-05,BA in psychology,2021-10-17
303288450,Eli,Kramer,eli86kramer@gmail.com,051-6869316,1986-09-29,BA in neurology,2020-10-27
262149636,Amit,Almog,amit_almog98@gmail.com,054-3693449,1998-12-24,BA in english,2021-07-01
360696496,Tal,Assouline,tal_assouline84@gmail.com,054-9108601,1984-10-22,BA in sociology,2021-10-01
335117297,Tal,Katz,tal_katz05@jct.ac.il,056-1189808,2005-06-03,BA in math,2024-10-07
328699616,Dana,Katz,dana_katz@jct.ac.il,059-5891374,2005-03-30,BA in english,2021-03-11
364046201,Maya,Zeltser,maya_zeltser@gmail.com,052-1544579,1988-02-09,BA in computer science,2024-03-28
318553740,Maya,Cohen,maya_cohen@jct.ac.il,058-8990355,1998-03-07,MA in art,2021-08-17
368184412,Shira,Kahana,shira87kahana@gmail.com,059-6853062,1987-02-01,BA in psychology,2020-07-05
213774409,Shaked,Katz,shaked_katz@gmail.com,051-5683296,1995-11-09,MA in neurology,2023-10-29
331163568,Sarit,Shaked,sarit_shaked85@gmail.com,055-6602244,1985-08-18,MA in engineering,2022-03-18
375641792,Tal,Kahana,tal80kahana@gmail.com,053-8489448,1980-07-01,BA in astronomy,2020-07-28
271554552,Dean,Bachar,dean_bachar@jct.ac.il,058-7257670,1980-02-05,BA in engineering,2023-07-08
371764861,Gabriel,Bachar,gabriel_bachar@gmail.com,051-4844716,2002-09-12,BA in anthropology,2020-08-08
257498071,Oren,Levi,oren_levi@jct.ac.il,054-8030263,1983-12-04,MA in psychology,2020-08-20
380001461,Itay,Fisher,itay_fisher01@jct.ac.il,050-6087404,2001-01-06,BA in math,2024-07-02
286112172,Tomer,Dayan,tomer91dayan@jct.ac.il,053-7064844,1991-03-27,BA in computer science,2023-10-09
237380787,Guy,Malul,guy_malul05@gmail.com,053-8392468,2005-04-07,MA in biology,2020-07-11
281193490,Shaked,Dagan,shaked80dagan@jct.ac.il,053-6605318,1980-01-22,BA in cardiology,2023-08-19
314888595,Oren,Stern,oren80stern@jct.ac.il,055-1739917,1980-07-23,BA in art,2023-03-26
247415185,Alon,Fisher,alon_fisher@gmail.com,053-8103428,1995-05-29,MA in computer science,2020-03-03
270026180,Liam,Ben-Ari,liam_ben-ari91@jct.ac.il,059-7320423,1991-12-18,MA in economics,2021-08-13
365780832,Carmel,Herzog,carmel02herzog@jct.ac.il,056-9166058,2002-10-04,MA in art,2020-07-19
313193195,Gefen,Avitan,gefen_avitan89@jct.ac.il,057-4581674,1989-07-30,MA in history,2021-10-08
292699667,Noa,Ben-David,noa_ben-david91@gmail.com,052-8620262,1991-07-04,MA in physics,2020-08-22
376179370,Sarit,Tayeb,sarit_tayeb@jct.ac.il,059-8200590,1992-10-17,BA in geographics,2021-10-05
264899600,Bar,Biton,bar86biton@gmail.com,057-6306663,1986-07-29,BA in neurology,2022-10-27
255722670,Michael,Neumann,michael_neumann@gmail.com,050-9382197,1993-12-17,MA in math,2020-08-13
385808985,Liam,Peretz,liam_peretz99@gmail.com,051-8554169,1999-02-10,MA in sociology,2020-07-29
398926048,Roni,Rafael,roni81rafael@gmail.com,052-7707813,1981-08-19,BA in geographics,2024-03-30
308932649,Yael,Neumann,yael_neumann@jct.ac.il,052-5155048,1989-05-27,BA in chemistry,2020-03-06
333187359,Noam,Peretz,noam06peretz@jct.ac.il,059-6111049,2006-09-18,MA in psychology,2023-08-08
314372202,Amit,Koren,amit_koren@jct.ac.il,054-4332874,1999-04-12,MA in anthropology,2022-07-21
210618989,Daniel,Malul,daniel_malul@gmail.com,050-8812002,2000-04-22,BA in sociology,2023-03-20
213196306,Yael,Danon,yael_danon@gmail.com,054-1975546,1996-06-21,MA in cardiology,2021-07-11
395269152,Abigail,Barak,abigail_barak04@gmail.com,056-4353431,2004-12-11,MA in art,2021-10-12
345666762,Alon,Ben-Ari,alon_ben-ari@gmail.com,051-2717113,2005-12-13,MA in sociology,2020-07-10
215716960,Hila,Herzog,hila80herzog@gmail.com,050-8259341,1980-03-05,MA in oncology,2021-08-06
215273467,David,Mizrahi,david00mizrahi@jct.ac.il,055-5777405,2000-08-09,MA in art,2020-03-05
346983745,Roni,Dayan,roni_dayan84@jct.ac.il,055-7431575,1984-02-14,MA in history,2023-07-09
284071719,Yael,Ashkenazi,yael_ashkenazi99@jct.ac.il,051-8732792,1999-01-18,BA in oncology,2021-08-09
335373254,Ofir,Sabag,ofir_sabag@gmail.com,052-7237617,1986-05-10,MA in physics,2024-08-06
239465545,Adam,Avraham,adam_avraham02@gmail.com,055-4522124,2002-07-13,BA in art,2020-08-04
375581337,Liam,Rafael,liam_rafael95@jct.ac.il,059-8281051,1995-02-07,MA in astronomy,2021-07-12
225899699,Michael,Katz,michael98katz@gmail.com,051-5187079,1998-09-14,BA in oncology,2024-03-25
305780694,Yoav,Rosen,yoav_rosen@gmail.com,051-7870197,1982-08-06,MA in biology,2020-10-19
322621145,Tal,Shamir,tal00shamir@jct.ac.il,053-4351773,2000-02-02,MA in anthropology,2022-03-23
202453734,Shaked,Berkowitz,shaked_berkowitz@jct.ac.il,052-7887094,2002-05-24,MA in physics,2020-10-03
385739131,Ido,Dayan,ido_dayan@gmail.com,058-2515062,1986-08-13,BA in cardiology,2022-10-25
314204546,Amit,Shamir,amit01shamir@gmail.com,054-4149124,2001-03-23,BA in psychology,2023-10-26
308894633,Raz,Ben-Ari,raz_ben-ari90@gmail.com,051-4525097,1990-03-23,BA in geographics,2021-07-11
305460495,Hila,Ben-Ari,hila92ben-ari@jct.ac.il,056-2010100,1992-08-10,BA in sociology,2024-03-20
250564192,Adi,Katz,adi_katz@jct.ac.il,056-3614130,2004-02-08,MA in geographics,2022-08-04
272064189,Adam,Peretz,adam_peretz@jct.ac.il,051-3710752,1980-02-09,MA in engineering,2023-03-16
250859139,Eli,Tzur,eli_tzur@jct.ac.il,056-3785940,2000-03-31,MA in astronomy,2022-10-22
252589221,Gefen,Eliakim,gefen_eliakim82@gmail.com,058-3827156,1982-06-26,BA in computer science,2020-08-12
283423168,David,Ben-David,david82ben-david@jct.ac.il,055-4535107,1982-08-03,BA in physics,2024-07-21
247222821,Oren,Kramer,oren_kramer@jct.ac.il,053-7074551,2004-08-14,MA in astronomy,2021-10-11
365166107,Yael,Kramer,yael_kramer90@jct.ac.il,053-5907725,1990-06-24,MA in history,2021-08-11
324658988,Yael,Malul,yael02malul@jct.ac.il,057-6891935,2002-12-27,BA in engineering,2022-08-25
216515593,Michael,Biton,michael02biton@jct.ac.il,056-1028365,2002-11-27,BA in engineering,2024-03-19
281676718,Gabriel,Dayan,gabriel_dayan99@jct.ac.il,058-5907657,1999-05-11,BA in art,2023-08-18
359998465,Niv,Gross,niv_gross84@jct.ac.il,059-8802902,1984-11-28,BA in history,2024-08-17
374090397,Dean,Koren,dean_koren@jct.ac.il,058-0810047,1994-02-21,BA in psychology,2024-08-10
274789155,Amit,Tayeb,amit96tayeb@jct.ac.il,059-7987822,1996-06-15,MA in chemistry,2021-03-15
275268829,Gabriel,Peretz,gabriel_peretz93@jct.ac.il,056-7831142,1993-08-10,MA in english,2020-10-30
338081466,Carmel,Menahem,carmel_menahem93@jct.ac.il,059-9992795,1993-10-29,BA in economics,2020-03-10
330552035,Adam,Rosen,adam_rosen83@jct.ac.il,058-1294418,1983-12-06,BA in astronomy,2020-07-11
281127605,Alon,Finkelstein,alon_finkelstein@gmail.com,058-0229116,1985-11-17,BA in art,2022-07-12
284443363,Ron,Barak,ron_barak00@gmail.com,052-2757065,2000-06-10,MA in geographics,2023-08-21
391698420,Yoav,Rosen,yoav83rosen@jct.ac.il,055-0102003,1983-01-17,BA in economics,2020-10-08
282604479,Roni,Berkowitz,roni_berkowitz@gmail.com,058-1138344,1985-06-05,MA in anthropology,2022-08-08
307451104,Roni,Ashkenazi,roni_ashkenazi91@jct.ac.il,052-7683189,1991-03-13,BA in engineering,2024-03-27
205710874,Abigail,Finkelstein,abigail_finkelstein@gmail.com,050-8943852,2005-04-07,BA in physics,2022-03-04
236698577,Shira,Gross,shira_gross@gmail.com,052-7857543,2006-07-30,BA in art,2020-10-06
308723758,Bar,Tzur,bar04tzur@gmail.com,059-6400000,2004-09-04,BA in computer science,2022-08-25
263716326,Amit,Mizrahi,amit_mizrahi02@jct.ac.il,052-9733304,2002-04-03,BA in chemistry,2020-07-08
335778254,Almog,Ben-Ari,almog_ben-ari05@gmail.com,050-2863372,2005-01-08,BA in computer science,2020-10-25
324655182,Inbar,Elias,inbar83elias@jct.ac.il,057-6452290,1983-04-07,MA in cardiology,2020-08-22
238952386,Dana,Berkowitz,dana_berkowitz@gmail.com,055-9060833,1981-07-17,BA in sociology,2022-03-05
322015520,David,Neumann,david90neumann@jct.ac.il,052-6074747,1990-12-21,BA in history,2024-07-10
397294349,Liam,Cohen,liam05cohen@gmail.com,053-4697124,2005-04-12,MA in economics,2024-08-12
201307360,Gefen,Almog,gefen_almog@gmail.com,057-4728222,2006-02-23,MA in neurology,2021-10-11
341700094,Inbar,Ashkenazi,inbar99ashkenazi@jct.ac.il,058-1528896,1999-12-07,BA in psychology,2023-10-14
328761838,Raz,Ben-Ari,raz_ben-ari83@jct.ac.il,053-7709841,1983-07-19,BA in neurology,2021-10-22
277970794,Inbar,Almog,inbar_almog02@jct.ac.il,050-8764426,2002-07-13,BA in astronomy,2020-07-01
393233747,Ori,Cohen,ori_cohen@jct.ac.il,057-9948216,1997-07-20,BA in sociology,2022-07-13
263656589,Shira,Elias,shira85elias@jct.ac.il,052-7129854,1985-12-15,MA in art,2023-03-29
318359791,Shira,Danon,shira_danon05@jct.ac.il,052-7455343,2005-03-27,MA in oncology,2023-08-17
258034834,Abigail,Ben-Shitrit,abigail_ben-shitrit89@jct.ac.il,051-7647675,1989-01-27,BA in sociology,2021-08-06
335099198,Tal,Ben-Shitrit,tal81ben-shitrit@jct.ac.il,053-3558965,1981-11-19,MA in ecology,2020-03-22
216522672,Abigail,Shamir,abigail_shamir83@gmail.com,051-2384102,1983-06-21,MA in astronomy,2020-07-02
375995412,Tamar,Gross,tamar_gross@gmail.com,052-9392319,1981-11-12,BA in theatre,2023-07-14
277050126,Yuval,Neumann,yuval_neumann@jct.ac.il,051-5990293,1999-01-26,BA in biology,2020-08-23
297626657,Adam,Eliakim,adam_eliakim93@jct.ac.il,056-8759285,1993-10-20,MA in physics,2024-03-31
288575624,Mor,Tzur,mor80tzur@gmail.com,056-7308971,1980-02-25,MA in geographics,2021-08-09
396743841,Guy,Dayan,guy90dayan@gmail.com,058-1475105,1990-11-30,MA in art,2023-07-31
326596194,Adam,Dagan,adam97dagan@gmail.com,058-3079890,1997-10-03,BA in computer science,2022-03-07
356852699,Mor,Tzur,mor91tzur@gmail.com,053-5539612,1991-06-05,MA in art,2021-08-31
314093196,Tamar,Finkelstein,tamar92finkelstein@jct.ac.il,053-3154181,1992-09-17,BA in art,2021-10-14
349919803,Maya,Shaked,maya_shaked@gmail.com,050-2385673,1980-06-20,BA in computer science,2021-10-24
340434703,Shahar,Kramer,shahar_kramer@jct.ac.il,051-4620531,1998-04-13,MA in sociology,2023-08-29
305466005,Eli,Shaked,eli_shaked@gmail.com,057-9655240,1993-11-23,BA in computer science,2023-10-11
241531839,Yael,Ben-Ari,yael_ben-ari@jct.ac.il,050-3819863,2000-10-02,BA in art,2022-07-16
305140410,Gefen,Biton,gefen_biton@jct.ac.il,059-6339996,1990-06-15,BA in physics,2020-07-27
274530021,Michael,Rosen,michael_rosen88@jct.ac.il,055-7398759,1988-01-27,MA in astronomy,2022-08-26
218101434,Shira,Kramer,shira_kramer88@jct.ac.il,059-6334640,1988-01-26,MA in geographics,2024-03-03
208636324,Adam,Gross,adam87gross@jct.ac.il,059-2235871,1987-11-26,BA in theatre,2024-07-07
287136345,Yuval,Tzur,yuval_tzur@gmail.com,054-5322840,1997-08-29,MA in history,2021-07-08
281397554,Dana,Bernstein,dana_bernstein92@gmail.com,050-9597412,1992-10-22,BA in oncology,2021-03-25
251739223,Inbar,Kahana,inbar_kahana@gmail.com,055-7710360,1981-05-20,BA in history,2021-03-29
291959575,Jonathan,Herzog,jonathan_herzog85@jct.ac.il,059-4277557,1985-05-24,MA in computer science,2022-10-28
327028676,Michael,Kramer,michael_kramer@gmail.com,059-5927219,1982-08-23,BA in ecology,2024-08-27
277484648,Alon,Biton,alon_biton@jct.ac.il,057-7401404,1984-09-29,MA in math,2020-03-26
333881050,Tamar,Assouline,tamar_assouline84@gmail.com,050-5781781,1984-01-06,MA in ecology,2023-10-14
277498945,Tamar,Elias,tamar_elias95@jct.ac.il,055-8013585,1995-08-01,BA in astronomy,2021-03-29
211965249,Alon,Shamir,alon_shamir06@jct.ac.il,054-6923581,2006-02-02,MA in engineering,2022-08-01
393651021,Mor,Zohar,mor_zohar@jct.ac.il,059-1608434,1980-10-22,BA in computer science,2022-08-10
312054067,Daniel,Tzur,daniel01tzur@gmail.com,058-1475698,2001-07-12,MA in computer science,2021-10-13
258477264,Yoav,Biton,yoav_biton@jct.ac.il,051-8119696,2005-05-06,MA in oncology,2023-10-28
345955413,Abigail,Zeltser,abigail_zeltser@gmail.com,053-8253257,1993-06-15,MA in neurology,2020-10-30
227972676,Maya,Baruch,maya_baruch@jct.ac.il,051-1156425,1989-05-23,MA in psychology,2022-08-19
346146194,Michael,Bernstein,michael02bernstein@gmail.com,056-0274788,2002-04-03,BA in psychology,2024-07-13
244283545,Adi,Friedman,adi_friedman99@jct.ac.il,054-5437222,1999-03-31,MA in theatre,2022-08-18
368715769,Asaf,Danon,asaf_danon@jct.ac.il,055-3250130,2004-05-02,MA in anthropology,2020-03-23
375378247,Inbar,Almog,inbar_almog@jct.ac.il,057-8189588,1995-02-03,BA in ecology,2023-10-05
310977467,Shira,Friedman,shira_friedman96@gmail.com,059-4114341,1996-04-07,BA in anthropology,2023-08-08
206777211,Oren,Fisher,oren85fisher@jct.ac.il,058-0775543,1985-11-14,MA in cardiology,2021-03-03
261400659,Yael,Ben-David,yael_ben-david@jct.ac.il,051-6179904,1989-09-02,MA in cardiology,2023-03-29
223020082,Adam,Almog,adam_almog@jct.ac.il,054-2975552,2001-10-07,BA in computer science,2022-07-22
237996566,Shaked,Revivo,shaked_revivo91@gmail.com,056-6861255,1991-08-18,BA in oncology,2020-10-03
306465188,Michael,Barak,michael04barak@gmail.com,053-4622393,2004-07-05,MA in oncology,2020-03-21
222459521,Itay,Dagan,itay03dagan@jct.ac.il,057-4307250,2003-06-02,MA in biology,2020-08-22
206715542,Rotem,Ziv,rotem_ziv00@gmail.com,056-6457595,2000-09-30,MA in economics,2024-07-17
