Librarian_id,Librarian_first_name,Librarian_last_name,Email,Phone,Librarian_birth_date,Hire_date
336757406,Dana,Ben-David,dana_ben-david87@jct.ac.il,053-8477537,1987-05-09,2014-12-27
248515306,Abigail,Ben-Shitrit,abigail_ben-shitrit91@gmail.com,058-0228338,1991-01-26,2024-11-21
298610999,Ron,Finkelstein,ron84finkelstein@gmail.com,053-0077241,1984-04-06,2020-01-06
202510681,Hila,Bachar,hila_bachar@jct.ac.il,056-5724750,1995-11-15,2023-08-13
358617868,Raz,Berkowitz,raz_berkowitz84@gmail.com,056-9246561,1984-10-10,2023-09-17
275573327,Ori,Eliakim,ori99eliakim@gmail.com,057-9939765,1999-01-23,2019-07-07
200229912,Eli,Shaked,eli_shaked77@jct.ac.il,059-2961832,1977-06-21,2013-11-13
288738578,Dana,Rafael,dana_rafael@jct.ac.il,059-9666625,1989-10-25,2012-12-21
366132926,Ido,Saban,ido_saban@jct.ac.il,058-3961878,1963-12-23,1991-02-03
224880237,Alon,Gross,alon_gross64@gmail.com,053-0813265,1964-11-17,1999-10-14
309373843,Gabriel,Menahem,gabriel_menahem92@jct.ac.il,051-0581481,1992-03-26,2024-03-03
332284330,Shira,Berkowitz,shira64berkowitz@gmail.com,058-9031515,1964-03-29,2003-02-18
318314655,Raz,Eliakim,raz_eliakim@gmail.com,053-4962272,2003-01-13,2024-02-05
335700035,Adi,Tayeb,adi72tayeb@jct.ac.il,058-7459996,1972-08-14,2024-01-13
330470618,Jonathan,Almog,jonathan_almog@jct.ac.il,056-8179053,1993-04-12,2023-10-10
293532545,Guy,Menash,guy_menash99@jct.ac.il,050-6678065,1999-02-03,2022-01-30
296485899,Ori,Revivo,ori_revivo@jct.ac.il,059-0869039,1970-06-06,1996-01-30
256588641,Sarit,Ziv,sarit_ziv@jct.ac.il,053-9463221,1986-06-25,2020-04-11
208340844,Ofir,Elias,ofir68elias@gmail.com,059-8879833,1968-07-28,2014-12-03
339630600,Eli,Shamir,eli_shamir@jct.ac.il,055-0818519,1984-02-01,2009-08-01
383226560,Hila,Sabag,hila90sabag@gmail.com,051-9198282,1990-03-19,2016-05-17
365340843,Tomer,Peretz,tomer_peretz89@gmail.com,051-4993482,1989-01-02,2020-04-16
319475554,Dean,Malul,dean03malul@jct.ac.il,053-9613144,2003-03-16,2023-05-14
213140700,Ron,Rosen,ron74rosen@gmail.com,052-8483172,1974-09-15,2021-03-04
200660389,Mor,Elias,mor99elias@jct.ac.il,052-9018691,1999-04-08,2019-03-16
266543669,Asaf,Avitan,asaf_avitan@jct.ac.il,053-7674676,1984-02-10,2021-07-26
208071456,Abigail,Barak,abigail96barak@jct.ac.il,054-3230214,1996-01-13,2022-08-01
343899472,Adi,Cohen,adi_cohen@jct.ac.il,052-4645922,1961-08-25,1982-10-30
229656459,Yael,Baruch,yael_baruch@gmail.com,052-1173323,1997-10-23,2017-12-01
221401615,Bar,Barak,bar84barak@jct.ac.il,057-1133708,1984-04-26,2009-06-26
315209668,Ron,Cohen,ron96cohen@jct.ac.il,054-9883502,1996-10-26,2022-10-01
234523116,Dean,Mizrahi,dean_mizrahi75@gmail.com,059-1004011,1975-02-10,1996-08-06
256129297,Ido,Friedman,ido_friedman60@gmail.com,059-4007980,1960-05-31,2020-10-02
208001834,Yael,Stern,yael94stern@jct.ac.il,051-8315980,1994-09-01,2014-03-20
340236173,Liam,Fisher,liam_fisher@gmail.com,055-6511979,1983-02-22,2016-10-28
296412695,Guy,Friedman,guy_friedman62@gmail.com,052-1708419,1962-07-11,2006-11-01
326924917,Yael,Ben-David,yael_ben-david@gmail.com,051-9590681,1997-12-04,2024-12-21
363982018,Guy,Shamir,guy_shamir65@gmail.com,058-7174541,1965-09-29,2022-11-13
306829821,Carmel,Menahem,carmel_menahem64@jct.ac.il,056-7951993,1964-04-14,2023-12-14
263834384,Gefen,Fisher,gefen99fisher@jct.ac.il,055-5430107,1999-11-23,2022-02-27
282034214,Adam,Cohen,adam83cohen@gmail.com,055-2973465,1983-06-14,2016-04-04
231522129,Shira,Kahana,shira_kahana@gmail.com,050-0792483,1961-11-16,1985-02-05
244258489,Ori,Solomon,ori60solomon@gmail.com,057-3818051,1960-07-26,1997-09-30
246392112,Noam,Neumann,noam_neumann74@gmail.com,056-5729775,1974-10-22,2015-09-08
269246864,Michael,Rosen,michael94rosen@gmail.com,055-7140351,1994-04-03,2018-10-24
380543645,Ofir,Rosen,ofir_rosen76@jct.ac.il,058-8480737,1976-07-28,2001-12-12
345879134,Liam,Eliakim,liam_eliakim91@gmail.com,056-3173199,1991-01-10,2018-01-06
239037328,Yael,Biton,yael_biton99@gmail.com,057-9676066,1999-05-09,2022-01-15
261844724,Jonathan,Rafael,jonathan_rafael88@jct.ac.il,055-3178754,1988-01-19,2015-10-14
210316964,Ido,Neumann,ido91neumann@jct.ac.il,050-3170528,1991-08-21,2011-02-22
395486673,Maya,Rosen,maya_rosen@gmail.com,058-2650725,1998-07-06,2019-03-16
239678220,Carmel,Avitan,carmel_avitan@gmail.com,059-4913080,1961-06-17,2000-07-02
256256355,Guy,Assouline,guy_assouline02@jct.ac.il,058-3273026,2002-10-15,2023-12-17
390073559,Adi,Bachar,adi_bachar@gmail.com,057-5249680,1994-08-27,2016-08-13
277864716,Ron,Ben-David,ron74ben-david@gmail.com,050-4259133,1974-06-26,2012-06-08
274503903,Maya,Herzog,maya_herzog@gmail.com,059-9559493,1990-01-02,2016-03-25
343659348,Mor,Zeltser,mor_zeltser@gmail.com,052-3121169,1983-04-08,2020-01-09
366900231,Sarit,Zohar,sarit_zohar86@gmail.com,056-3458984,1986-07-26,2023-06-22
212959720,Hila,Revivo,hila03revivo@jct.ac.il,059-8190655,2003-08-20,2023-03-29
253714257,Shira,Kahana,shira_kahana67@gmail.com,052-0291189,1967-02-26,2007-12-02
346312267,Yael,Kahana,yael_kahana02@gmail.com,052-0242567,2002-09-18,2024-05-22
224518241,Noa,Peretz,noa_peretz@gmail.com,051-9788599,1969-08-10,2016-10-13
363713934,Tal,Gross,tal_gross@jct.ac.il,053-6029348,1975-07-28,2011-05-10
381371756,Asaf,Shamir,asaf_shamir93@gmail.com,053-3438540,1993-01-26,2016-07-27
205505134,Yuval,Barak,yuval69barak@jct.ac.il,059-4030712,1969-08-31,1997-08-24
374362853,Mor,Mizrahi,mor82mizrahi@jct.ac.il,058-3580832,1982-04-14,2013-11-25
222138711,Gal,Avitan,gal_avitan71@jct.ac.il,059-7921465,1971-02-23,2003-08-30
273389718,Asaf,Barak,asaf85barak@jct.ac.il,058-5902800,1985-09-08,2007-09-12
390629145,Tamar,Koren,tamar_koren96@gmail.com,055-4700006,1996-07-04,2019-08-03
375013737,Roni,Sabag,roni_sabag88@jct.ac.il,055-3395248,1988-08-15,2024-05-12
276990058,Rotem,Sabag,rotem_sabag94@gmail.com,058-8169214,1994-11-03,2020-10-14
211950654,Dana,Assouline,dana72assouline@jct.ac.il,051-7361772,1972-01-30,2015-09-20
227721123,Roni,Shamir,roni01shamir@jct.ac.il,055-5119420,2001-11-04,2024-07-04
332859123,Asaf,Bachar,asaf_bachar@gmail.com,058-3844523,1982-10-04,2003-05-12
390595718,Maya,Eliakim,maya_eliakim@gmail.com,057-5734170,1975-06-23,2024-05-15
376632691,Almog,Tzur,almog83tzur@jct.ac.il,056-7344217,1983-01-11,2015-04-04
246297550,Ori,Rosen,ori83rosen@jct.ac.il,053-9697390,1983-02-15,2008-03-21
362917106,Alon,Barak,alon_barak97@jct.ac.il,056-7726114,1997-07-13,2020-09-04
270164833,Adam,Rafael,adam_rafael65@gmail.com,055-5006018,1965-08-11,1991-07-31
356263731,Dean,Dayan,dean91dayan@gmail.com,053-8658643,1991-12-05,2015-04-12
280739152,Dana,Finkelstein,dana_finkelstein82@jct.ac.il,053-0040462,1982-02-15,2002-04-23
395176308,Yael,Rafael,yael_rafael@jct.ac.il,059-6050906,1993-06-03,2016-07-10
326423001,Jonathan,Friedman,jonathan_friedman82@gmail.com,050-0355022,1982-09-14,2011-05-22
335473138,Roni,Ashkenazi,roni_ashkenazi@jct.ac.il,053-2807017,1978-12-29,2008-11-25
342088705,Daniel,Menash,daniel_menash00@gmail.com,054-3359543,2000-02-01,2023-03-21
314052127,Hila,Berkowitz,hila_berkowitz73@gmail.com,055-8435837,1973-01-25,2013-04-16
236476230,Maya,Rafael,maya75rafael@jct.ac.il,058-3106021,1975-11-04,2006-02-04
231404294,Abigail,Eliakim,abigail_eliakim@jct.ac.il,059-2721327,1996-10-30,2021-05-27
380214148,Daniel,Avitan,daniel_avitan03@gmail.com,057-3809821,2003-12-08,2023-12-03
291563328,Adi,Menahem,adi75menahem@jct.ac.il,058-7877421,1975-10-09,1998-08-16
295603989,Tal,Bernstein,tal_bernstein@gmail.com,056-7148964,1968-11-11,1988-06-16
243247319,Niv,Solomon,niv_solomon63@gmail.com,055-5784198,1963-07-24,2011-05-26
259928216,Shira,Levi,shira_levi@jct.ac.il,054-2788110,1959-09-11,2019-05-03
215773110,Rotem,Barak,rotem_barak64@jct.ac.il,050-3250212,1964-10-05,1989-04-25
335112132,Ori,Saban,ori_saban90@jct.ac.il,059-2521400,1990-12-24,2018-05-21
296230212,Eli,Shamir,eli_shamir@gmail.com,059-0788524,1959-06-12,2003-12-12
202738597,Sarit,Katz,sarit_katz64@jct.ac.il,053-2087787,1964-08-21,2006-10-19
308086545,Bar,Herzog,bar87herzog@gmail.com,052-9991842,1987-11-15,2009-02-28
379899594,Eli,Biton,eli60biton@jct.ac.il,055-0661915,1960-08-17,2012-09-30
356226035,Sagi,Danon,sagi65danon@jct.ac.il,057-6214138,1965-05-11,2014-02-03
332147107,Adam,Finkelstein,adam64finkelstein@jct.ac.il,058-3469066,1964-10-17,1986-12-03
349278614,Rotem,Tzur,rotem96tzur@jct.ac.il,059-3553001,1996-03-10,2019-12-08
365874072,Dana,Tayeb,dana_tayeb@gmail.com,050-1989074,1985-02-24,2016-05-04
380845883,Dana,Almog,dana_almog89@jct.ac.il,055-7608064,1989-08-08,2024-02-25
304375306,Dean,Solomon,dean_solomon@gmail.com,059-2212023,1990-08-17,2013-08-25
265590430,Ori,Menahem,ori_menahem@gmail.com,051-2837326,1966-09-08,2013-02-17
343236287,Guy,Ben-Shitrit,guy_ben-shitrit76@gmail.com,054-2718057,1976-12-03,2000-08-26
213125727,Carmel,Menash,carmel75menash@jct.ac.il,050-0508183,1975-06-01,2012-06-04
311029961,Noam,Saban,noam79saban@gmail.com,053-0496559,1979-08-06,2018-09-14
237355508,Maya,Kramer,maya_kramer@jct.ac.il,051-9718893,1998-10-04,2023-04-30
265346940,Guy,Ben-Ari,guy66ben-ari@gmail.com,055-5244697,1966-02-21,2014-10-11
395044902,Almog,Zohar,almog_zohar@gmail.com,054-6007401,1993-03-03,2017-02-20
372500454,Hila,Zeltser,hila69zeltser@gmail.com,057-6529115,1969-10-10,2003-06-29
253139539,Inbar,Menahem,inbar_menahem96@gmail.com,052-5880254,1996-07-21,2020-08-11
