Author_id,Author_academic_title,Author_first_name,Author_last_name,Author_birth_date,Nationality,Biography
3144,Mr.,Daphna,Grisard,23-07-1944,Indonesia,"Mr. Daphna Grisard is a renowned author from Indonesia, born on 23-07-1944. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3145,Prof.,Cordelie,Gathercoal,25-07-1937,United States,"Prof. Cordelie Gathercoal is a renowned author from United States, born on 25-07-1937. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3146,Mr.,Solly,Fosdick,06-04-1925,Democratic Republic of the Congo,"Mr. Solly Fosdick is a renowned author from Democratic Republic of the Congo, born on 06-04-1925. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3147,Dr.,Rogers,Ragate,03-10-1940,Indonesia,"Dr. Rogers Ragate is a renowned author from Indonesia, born on 03-10-1940. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3148,Dr.,Cordula,Oswick,20-01-1939,Venezuela,"Dr. Cordula Oswick is a renowned author from Venezuela, born on 20-01-1939. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3149,Prof.,Naoma,Florey,22-04-1947,China,"Prof. Naoma Florey is a renowned author from China, born on 22-04-1947. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3150,Prof.,Sol,Capron,02-08-1932,China,"Prof. Sol Capron is a renowned author from China, born on 02-08-1932. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3151,Dr.,Danny,Hammerman,12-02-1934,France,"Dr. Danny Hammerman is a renowned author from France, born on 12-02-1934. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3152,Mr.,Therine,Filtness,15-02-1929,Indonesia,"Mr. Therine Filtness is a renowned author from Indonesia, born on 15-02-1929. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3153,Dr.,Ann-marie,Vasyaev,26-08-1950,Portugal,"Dr. Ann-marie Vasyaev is a renowned author from Portugal, born on 26-08-1950. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3154,Mr.,Pennie,Bourget,06-04-1925,China,"Mr. Pennie Bourget is a renowned author from China, born on 06-04-1925. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3155,Dr.,Berti,Brent,03-09-1923,Russia,"Dr. Berti Brent is a renowned author from Russia, born on 03-09-1923. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3156,Prof.,Carita,Spaducci,03-11-1924,Russia,"Prof. Carita Spaducci is a renowned author from Russia, born on 03-11-1924. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3157,Mr.,Gothart,O'Siaghail,16-04-1937,United States,"Mr. Gothart O'Siaghail is a renowned author from United States, born on 16-04-1937. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3158,Mr.,Harriott,Baldi,04-11-1944,China,"Mr. Harriott Baldi is a renowned author from China, born on 04-11-1944. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3159,Mr.,Hunfredo,Branchet,15-12-1941,Russia,"Mr. Hunfredo Branchet is a renowned author from Russia, born on 15-12-1941. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3160,Dr.,Joscelin,Bruneton,13-01-1931,China,"Dr. Joscelin Bruneton is a renowned author from China, born on 13-01-1931. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3161,Dr.,Vidovik,Sherwin,31-05-1942,China,"Dr. Vidovik Sherwin is a renowned author from China, born on 31-05-1942. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3162,Prof.,Paulina,Paterno,25-12-1939,Morocco,"Prof. Paulina Paterno is a renowned author from Morocco, born on 25-12-1939. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3163,Dr.,Patrice,Seiffert,05-10-1946,Russia,"Dr. Patrice Seiffert is a renowned author from Russia, born on 05-10-1946. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3164,Mr.,Corliss,Drewett,03-08-1925,Russia,"Mr. Corliss Drewett is a renowned author from Russia, born on 03-08-1925. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3165,Mr.,Horace,Quin,20-04-1923,Moldova,"Mr. Horace Quin is a renowned author from Moldova, born on 20-04-1923. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3166,Mr.,Elnore,Biskupiak,21-04-1944,Malaysia,"Mr. Elnore Biskupiak is a renowned author from Malaysia, born on 21-04-1944. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3167,Dr.,Marleen,Jilliss,21-04-1950,Pakistan,"Dr. Marleen Jilliss is a renowned author from Pakistan, born on 21-04-1950. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3168,Dr.,Carlyn,Pollastro,03-12-1921,Pakistan,"Dr. Carlyn Pollastro is a renowned author from Pakistan, born on 03-12-1921. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3169,Mr.,Batholomew,Gillford,10-09-1931,Indonesia,"Mr. Batholomew Gillford is a renowned author from Indonesia, born on 10-09-1931. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3170,Dr.,Alf,Mc Andrew,05-12-1925,China,"Dr. Alf Mc Andrew is a renowned author from China, born on 05-12-1925. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3171,Mr.,Worthington,Seman,21-10-1939,New Zealand,"Mr. Worthington Seman is a renowned author from New Zealand, born on 21-10-1939. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3172,Dr.,Jamesy,McCaughey,10-11-1949,Philippines,"Dr. Jamesy McCaughey is a renowned author from Philippines, born on 10-11-1949. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3173,Prof.,Brion,Ridoutt,22-03-1927,Bhutan,"Prof. Brion Ridoutt is a renowned author from Bhutan, born on 22-03-1927. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3174,Dr.,Ozzie,Canto,16-06-1934,Philippines,"Dr. Ozzie Canto is a renowned author from Philippines, born on 16-06-1934. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3175,Dr.,Drusilla,Springate,29-12-1945,Philippines,"Dr. Drusilla Springate is a renowned author from Philippines, born on 29-12-1945. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3176,Prof.,Seth,Robilart,08-01-1937,Cambodia,"Prof. Seth Robilart is a renowned author from Cambodia, born on 08-01-1937. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3177,Dr.,Deeanne,Hurche,11-08-1934,Vietnam,"Dr. Deeanne Hurche is a renowned author from Vietnam, born on 11-08-1934. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3178,Mr.,Auroora,Frickey,05-08-1940,Indonesia,"Mr. Auroora Frickey is a renowned author from Indonesia, born on 05-08-1940. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3179,Prof.,Duke,Orum,21-01-1939,Guinea-Bissau,"Prof. Duke Orum is a renowned author from Guinea-Bissau, born on 21-01-1939. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3180,Prof.,Barton,Borkett,24-04-1947,Peru,"Prof. Barton Borkett is a renowned author from Peru, born on 24-04-1947. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3181,Prof.,Leoine,Banner,27-11-1943,China,"Prof. Leoine Banner is a renowned author from China, born on 27-11-1943. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3182,Mr.,Cornelle,Meldon,18-10-1935,Israel,"Mr. Cornelle Meldon is a renowned author from Israel, born on 18-10-1935. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3183,Dr.,Erinn,Petrovsky,18-12-1928,Armenia,"Dr. Erinn Petrovsky is a renowned author from Armenia, born on 18-12-1928. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3184,Prof.,Delmor,Bates,13-08-1935,Brazil,"Prof. Delmor Bates is a renowned author from Brazil, born on 13-08-1935. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3185,Prof.,Merrilee,Warratt,02-12-1945,Poland,"Prof. Merrilee Warratt is a renowned author from Poland, born on 02-12-1945. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3186,Prof.,Karolina,Lyford,26-04-1938,Russia,"Prof. Karolina Lyford is a renowned author from Russia, born on 26-04-1938. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3187,Mr.,Bessie,Riseam,10-03-1923,United States,"Mr. Bessie Riseam is a renowned author from United States, born on 10-03-1923. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3188,Dr.,Chrissy,Center,20-09-1943,Portugal,"Dr. Chrissy Center is a renowned author from Portugal, born on 20-09-1943. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3189,Dr.,Prent,Thames,18-12-1942,Armenia,"Dr. Prent Thames is a renowned author from Armenia, born on 18-12-1942. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3190,Prof.,Corabelle,Want,14-03-1929,Indonesia,"Prof. Corabelle Want is a renowned author from Indonesia, born on 14-03-1929. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3191,Prof.,Shane,Quilliam,22-07-1938,Sierra Leone,"Prof. Shane Quilliam is a renowned author from Sierra Leone, born on 22-07-1938. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3192,Dr.,Dominik,O'Hallihane,26-11-1936,Indonesia,"Dr. Dominik O'Hallihane is a renowned author from Indonesia, born on 26-11-1936. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3193,Dr.,Reinwald,Birden,24-03-1945,Portugal,"Dr. Reinwald Birden is a renowned author from Portugal, born on 24-03-1945. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3194,Dr.,Karissa,Pigden,19-05-1941,Indonesia,"Dr. Karissa Pigden is a renowned author from Indonesia, born on 19-05-1941. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3195,Dr.,Bertina,Malyj,02-05-1950,Portugal,"Dr. Bertina Malyj is a renowned author from Portugal, born on 02-05-1950. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3196,Dr.,Hildagard,Dodgshon,02-09-1927,Indonesia,"Dr. Hildagard Dodgshon is a renowned author from Indonesia, born on 02-09-1927. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3197,Dr.,Faustina,Bulmer,21-03-1945,Poland,"Dr. Faustina Bulmer is a renowned author from Poland, born on 21-03-1945. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3198,Mr.,Marsha,Gladdish,31-01-1944,Martinique,"Mr. Marsha Gladdish is a renowned author from Martinique, born on 31-01-1944. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
3199,Dr.,Toinette,Eshelby,01-02-1950,China,"Dr. Toinette Eshelby is a renowned author from China, born on 01-02-1950. Their work has earned recognition for its depth and creativity, making them a prominent figure in their field."
